MVP_ID,Innings,Venue,Start_Date,End_Date,Player_Name,Team,Total_Impact,Runs,Impact_Runs,Batting_Impact,Bowl,Impact_Wickets,Bowling_Impact,Balls_Faced,Wickets,Runs_Conceded
1,1st match (N),Bengaluru,18-April-2008,18-April-2008,Brendon McCullum,KKR,230.21,158,191.15,230.21,-,-,0,73,-,
2,1st match (N),Bengaluru,18-April-2008,18-April-2008,Ashley Noffke,RCB,24.91,9,9,4.22,1/40,1.28,20.69,10,1,40
3,1st match (N),Bengaluru,18-April-2008,18-April-2008,Ajit Agarkar,KKR,23,0,-,0,3/25,1.72,23,0,3,25
4,1st match (N),Bengaluru,18-April-2008,18-April-2008,Ashok Dinda,KKR,20.74,0,-,0,2/9,1.07,20.74,0,2,9
5,1st match (N),Bengaluru,18-April-2008,18-April-2008,Zaheer Khan,RCB,18.48,3,3,0.42,1/38,1.32,18.06,8,1,38
6,1st match (N),Bengaluru,18-April-2008,18-April-2008,Ishant Sharma,KKR,18.05,0,-,0,1/7,0.62,18.05,0,1,7
7,1st match (N),Bengaluru,18-April-2008,18-April-2008,Praveen Kumar,RCB,15.82,18,18,11.95,0/38,-,3.87,15,0,38
8,1st match (N),Bengaluru,18-April-2008,18-April-2008,Sourav Ganguly,KKR,13.29,10,6.74,2.53,2/21,0.72,10.77,12,2,21
9,1st match (N),Bengaluru,18-April-2008,18-April-2008,Jacques Kallis,RCB,13.27,8,8,4.74,1/48,1.23,8.52,7,1,48
10,1st match (N),Bengaluru,18-April-2008,18-April-2008,Ricky Ponting,KKR,9.17,20,16.08,9.17,-,-,0,20,-,
11,1st match (N),Bengaluru,18-April-2008,18-April-2008,David Hussey,KKR,4.11,12,9.78,4.11,-,-,0,12,-,
12,1st match (N),Bengaluru,18-April-2008,18-April-2008,Sunil Joshi,RCB,4.09,3,3,2,0/26,-,2.09,6,0,26
13,1st match (N),Bengaluru,18-April-2008,18-April-2008,Mohammad Hafeez,KKR,3.64,5,4.5,3.64,-,-,0,3,-,
14,1st match (N),Bengaluru,18-April-2008,18-April-2008,Mark Boucher,RCB,1.71,7,7,1.71,-,-,0,9,-,
15,1st match (N),Bengaluru,18-April-2008,18-April-2008,Wriddhiman Saha,KKR,0,0,-,0,-,-,0,0,-,
16,1st match (N),Bengaluru,18-April-2008,18-April-2008,Murali Kartik,KKR,0,0,-,0,-,-,0,0,-,
17,1st match (N),Bengaluru,18-April-2008,18-April-2008,Rahul Dravid,RCB,- 0.05,2,1.87,- 0.05,-,-,0,3,-,
18,1st match (N),Bengaluru,18-April-2008,18-April-2008,Laxmi Shukla,KKR,- 1.26,0,-,0,1/12,0.29,- 1.26,0,1,12
19,1st match (N),Bengaluru,18-April-2008,18-April-2008,Balachandra Akhil,RCB,- 1.69,0,-,- 1.69,-,-,0,2,-,
20,1st match (N),Bengaluru,18-April-2008,18-April-2008,Virat Kohli,RCB,- 3.15,1,0.82,- 3.15,-,-,0,5,-,
21,1st match (N),Bengaluru,18-April-2008,18-April-2008,Wasim Jaffer,RCB,- 6.47,6,5.31,- 6.47,-,-,0,16,-,
22,1st match (N),Bengaluru,18-April-2008,18-April-2008,Cameron White,RCB,- 19.84,6,6,- 0.47,0/24,-,- 19.37,10,0,24
23,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Michael Hussey,CSK,109.71,116,117.27,109.71,-,-,0,54,-,
24,2nd match (D/N),Mohali,19-April-2008,19-April-2008,James Hopes,PBKS,82.43,71,71.44,56.63,1/53,1.32,25.8,33,1,53
25,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Irfan Pathan,PBKS,48.15,3,3,- 1.95,2/47,2.84,50.1,5,2,47
26,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Brett Lee,PBKS,47.79,0,-,0,1/35,1.4,47.79,0,1,35
27,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Suresh Raina,CSK,46.89,32,40.09,46.89,-,-,0,13,-,
28,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Kumar Sangakkara,PBKS,34.71,54,53.88,34.71,-,-,0,33,-,
29,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Wilkin Mota,PBKS,25.43,0,-,0,1/24,1.27,25.43,0,1,24
30,2nd match (D/N),Mohali,19-April-2008,19-April-2008,S Badrinath,CSK,23.91,31,29.9,23.91,-,-,0,14,-,
31,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Matthew Hayden,CSK,21.04,25,23.89,21.04,-,-,0,17,-,
32,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Yuvraj Singh,PBKS,15.21,23,23,15.21,-,-,0,13,-,
33,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Parthiv Patel,CSK,13.88,15,15.29,13.88,-,-,0,10,-,
34,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Muthiah Muralidaran,CSK,10.64,0,-,0,1/33,0.45,10.64,0,1,33
35,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Karan Goel,PBKS,8.83,24,23.88,9.41,0/25,-,- 0.58,19,0,25
36,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Simon Katich,PBKS,7.78,21,21,7.78,-,-,0,17,-,
37,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Jacob Oram,CSK,6.3,13,10.12,2.34,0/37,-,3.96,10,0,37
38,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Manpreet Gony,CSK,5.59,0,-,0,1/42,0.5,5.59,0,1,42
39,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Palani Amarnath,CSK,5.15,0,-,0,1/42,0.48,5.15,0,1,42
40,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Joginder Sharma,CSK,4.06,0,-,0,1/47,0.59,4.06,0,1,47
41,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Sreesanth,PBKS,2.93,0,-,0,0/35,-,2.93,0,0,35
42,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Pankaj Dharmani,PBKS,0,0,-,0,-,-,0,0,-,
43,2nd match (D/N),Mohali,19-April-2008,19-April-2008,MS Dhoni,CSK,- 4.25,2,- 0.51,- 4.25,-,-,0,3,-,
44,2nd match (D/N),Mohali,19-April-2008,19-April-2008,Piyush Chawla,PBKS,- 9.63,0,-,0,0/19,-,- 9.63,0,0,19
45,3rd match (N),Delhi,19-April-2008,19-April-2008,Farveez Maharoof,DC,59.56,0,-,0,2/11,2.35,59.56,0,2,11
46,3rd match (N),Delhi,19-April-2008,19-April-2008,Shane Watson,RR,57.38,21,27.98,34.18,1/31,1.65,23.21,15,1,31
47,3rd match (N),Delhi,19-April-2008,19-April-2008,Gautam Gambhir,DC,51.03,58,61.46,51.03,-,-,0,46,-,
48,3rd match (N),Delhi,19-April-2008,19-April-2008,Rajat Bhatia,DC,45.9,0,-,0,2/17,2.03,45.9,0,2,17
49,3rd match (N),Delhi,19-April-2008,19-April-2008,Ravindra Jadeja,RR,42.3,29,36.65,42.3,-,-,0,23,-,
50,3rd match (N),Delhi,19-April-2008,19-April-2008,Shikhar Dhawan,DC,38.6,52,51.63,38.6,-,-,0,41,-,
51,3rd match (N),Delhi,19-April-2008,19-April-2008,Glenn McGrath,DC,36.88,0,-,0,1/21,1.24,36.88,0,1,21
52,3rd match (N),Delhi,19-April-2008,19-April-2008,Dinesh Salunkhe,RR,30.11,26,29.94,32.82,0/11,-,- 2.71,20,0,11
53,3rd match (N),Delhi,19-April-2008,19-April-2008,Virender Sehwag,DC,20.1,12,15.47,20.1,-,-,0,4,-,
54,3rd match (N),Delhi,19-April-2008,19-April-2008,Yusuf Pathan,RR,19.34,10,15.3,20.66,0/17,-,- 1.32,5,0,17
55,3rd match (N),Delhi,19-April-2008,19-April-2008,Shane Warne,RR,12.52,14,14.48,13.88,0/16,-,- 1.36,13,0,16
56,3rd match (N),Delhi,19-April-2008,19-April-2008,Daniel Vettori,DC,6.71,0,-,0,1/35,0.84,6.71,0,1,35
57,3rd match (N),Delhi,19-April-2008,19-April-2008,Manoj Tiwary,DC,0,0,-,0,-,-,0,0,-,
58,3rd match (N),Delhi,19-April-2008,19-April-2008,Dinesh Karthik,DC,0,0,-,0,-,-,0,0,-,
59,3rd match (N),Delhi,19-April-2008,19-April-2008,Mithun Manhas,DC,0,0,-,0,-,-,0,0,-,
60,3rd match (N),Delhi,19-April-2008,19-April-2008,Munaf Patel,RR,- 0.87,0,-,0,0/25,-,- 0.87,0,0,25
61,3rd match (N),Delhi,19-April-2008,19-April-2008,Darren Lehmann,RR,- 1.15,1,0.26,- 1.15,-,-,0,2,-,
62,3rd match (N),Delhi,19-April-2008,19-April-2008,Taruwar Kohli,RR,- 2.44,7,2.57,- 2.44,-,-,0,12,-,
63,3rd match (N),Delhi,19-April-2008,19-April-2008,Mahesh Rawat,RR,- 2.63,2,0.27,- 2.63,-,-,0,4,-,
64,3rd match (N),Delhi,19-April-2008,19-April-2008,Siddharth Trivedi,RR,- 9.39,3,- 1.93,- 2.12,0/32,-,- 7.27,7,0,32
65,3rd match (N),Delhi,19-April-2008,19-April-2008,Mohammad Kaif,RR,- 12.88,9,0.5,- 12.88,-,-,0,19,-,
66,3rd match (N),Delhi,19-April-2008,19-April-2008,Brett Geeves,DC,- 15.22,0,-,0,0/41,-,- 15.22,0,0,41
67,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Mohammad Hafeez,KKR,63.26,13,14.36,17.55,1/8,1.44,45.7,13,1,8
68,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Chaminda Vaas,DCH,61.04,0,- 0.78,- 0.79,2/9,3.12,61.83,1,2,9
69,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Pragyan Ojha,DCH,57.19,0,-,0,2/18,2.76,57.19,0,2,18
70,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Murali Kartik,KKR,50.55,0,-,0,3/17,2.99,50.55,0,3,17
71,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Adam Gilchrist,DCH,40.04,23,30.77,40.04,-,-,0,22,-,
72,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,RP Singh,DCH,38.16,1,0.52,0.27,1/15,2,37.89,2,1,15
73,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Ishant Sharma,KKR,34.67,0,-,0,1/9,1.27,34.67,0,1,9
74,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Andrew Symonds,DCH,32.39,32,34.73,39.04,0/20,-,- 6.66,39,0,20
75,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Sanjay Bangar,DCH,30.05,14,19.83,27.15,0/19,-,2.9,10,0,19
76,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,David Hussey,KKR,29.39,38,35.78,33.09,1/35,1.2,- 3.7,43,1,35
77,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Venugopal Rao,DCH,23.92,14,18.59,23.92,-,-,0,14,-,
78,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Ashok Dinda,KKR,20.25,0,-,0,1/18,1.34,20.25,0,1,18
79,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Scott Styris,DCH,17.76,6,7.29,8.63,0/19,-,9.13,7,0,19
80,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Ajit Agarkar,KKR,16.02,0,-,0,2/19,1.8,16.02,0,2,19
81,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Arjun Yadav,DCH,15.49,10,12.49,15.49,-,-,0,10,-,
82,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Brendon McCullum,KKR,8.5,5,6.65,8.5,-,-,0,5,-,
83,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Wriddhiman Saha,KKR,7.93,10,9.8,7.93,-,-,0,17,-,
84,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Laxmi Shukla,KKR,1.24,4,3.26,1.24,-,-,0,6,-,
85,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Ricky Ponting,KKR,- 1.2,0,- 0.5,- 1.2,-,-,0,1,-,
86,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Sourav Ganguly,KKR,- 1.26,14,7.42,- 1.26,-,-,0,30,-,
87,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,Rohit Sharma,DCH,- 4.33,0,- 2.04,- 4.33,-,-,0,3,-,
88,4th match (D/N),Eden Gardens,20-April-2008,20-April-2008,VVS Laxman,DCH,- 8.73,0,- 4.13,- 8.73,-,-,0,6,-,
89,5th match (N),Wankhede,20-April-2008,20-April-2008,Sanath Jayasuriya,MI,81.76,29,39.83,51.71,1/39,1.86,30.05,16,1,39
90,5th match (N),Wankhede,20-April-2008,20-April-2008,Shaun Pollock,MI,77.09,28,36.24,48.31,0/17,-,28.77,12,0,17
91,5th match (N),Wankhede,20-April-2008,20-April-2008,Zaheer Khan,RCB,52.88,0,-,0,2/17,1.56,52.88,0,2,17
92,5th match (N),Wankhede,20-April-2008,20-April-2008,Mark Boucher,RCB,52.74,39,45.1,52.74,-,-,0,19,-,
93,5th match (N),Wankhede,20-April-2008,20-April-2008,Balachandra Akhil,RCB,42.35,3,3,- 0.41,2/17,1.65,42.76,5,2,17
94,5th match (N),Wankhede,20-April-2008,20-April-2008,Robin Uthappa,MI,38.85,48,44.42,38.85,-,-,0,38,-,
95,5th match (N),Wankhede,20-April-2008,20-April-2008,Ross Taylor,RCB,38.59,23,30.81,38.59,-,-,0,12,-,
96,5th match (N),Wankhede,20-April-2008,20-April-2008,Dhawal Kulkarni,MI,32.17,0,-,0,1/19,1.54,32.17,0,1,19
97,5th match (N),Wankhede,20-April-2008,20-April-2008,Virat Kohli,RCB,31.49,23,26.66,31.49,-,-,0,14,-,
98,5th match (N),Wankhede,20-April-2008,20-April-2008,Praveen Kumar,RCB,29.86,0,-,0,1/29,0.94,29.86,0,1,29
99,5th match (N),Wankhede,20-April-2008,20-April-2008,Harbhajan Singh,MI,28.87,2,0.63,- 0.09,2/36,1.87,28.96,2,2,36
100,5th match (N),Wankhede,20-April-2008,20-April-2008,Shivnarine Chanderpaul,RCB,22.02,16,19.47,22.02,-,-,0,11,-,
101,5th match (N),Wankhede,20-April-2008,20-April-2008,Ashish Nehra,MI,17.81,0,-,0,1/45,1.48,17.81,0,1,45
102,5th match (N),Wankhede,20-April-2008,20-April-2008,Abhishek Nayar,MI,16.9,20,18.23,16.78,0/10,-,0.11,14,0,10
103,5th match (N),Wankhede,20-April-2008,20-April-2008,Sunil Joshi,RCB,14.56,0,-,0,0/10,-,14.56,0,0,10
104,5th match (N),Wankhede,20-April-2008,20-April-2008,Rahul Dravid,RCB,14,32,25.24,14,-,-,0,33,-,
105,5th match (N),Wankhede,20-April-2008,20-April-2008,Luke Ronchi,MI,1.9,8,5.13,1.9,-,-,0,10,-,
106,5th match (N),Wankhede,20-April-2008,20-April-2008,Musavir Khote,MI,0,0,-,0,-,-,0,0,-,
107,5th match (N),Wankhede,20-April-2008,20-April-2008,Vinay Kumar,RCB,- 2.01,0,-,0,0/41,-,- 2.01,0,0,41
108,5th match (N),Wankhede,20-April-2008,20-April-2008,Pinal Shah,MI,- 6.29,19,7.52,- 6.29,-,-,0,23,-,
109,5th match (N),Wankhede,20-April-2008,20-April-2008,Dominic Thornely,MI,- 11.74,0,- 5.49,- 11.74,-,-,0,5,-,
110,5th match (N),Wankhede,20-April-2008,20-April-2008,Jacques Kallis,RCB,- 14.5,25,17.5,5.21,0/43,-,- 19.71,24,0,43
111,6th match (N),Jaipur,21-April-2008,21-April-2008,Shane Watson,RR,99.32,76,90.46,98.62,0/39,-,0.7,49,0,39
112,6th match (N),Jaipur,21-April-2008,21-April-2008,Shane Warne,RR,90.49,0,-,0,3/19,3.84,90.49,0,3,19
113,6th match (N),Jaipur,21-April-2008,21-April-2008,Yuvraj Singh,PBKS,81.25,57,68.68,81.25,-,-,0,34,-,
114,6th match (N),Jaipur,21-April-2008,21-April-2008,Siddharth Trivedi,RR,45.12,0,-,0,2/25,1.56,45.12,0,2,25
115,6th match (N),Jaipur,21-April-2008,21-April-2008,Kumar Sangakkara,PBKS,41.79,20,30.22,41.79,-,-,0,8,-,
116,6th match (N),Jaipur,21-April-2008,21-April-2008,James Hopes,PBKS,36.29,16,13.11,8.38,1/33,1.38,27.92,16,1,33
117,6th match (N),Jaipur,21-April-2008,21-April-2008,Piyush Chawla,PBKS,32.26,24,31.78,40.14,0/27,-,- 7.87,11,0,27
118,6th match (N),Jaipur,21-April-2008,21-April-2008,Karan Goel,PBKS,29.91,26,27.68,29.91,-,-,0,21,-,
119,6th match (N),Jaipur,21-April-2008,21-April-2008,Brett Lee,PBKS,27.5,0,- 2.91,- 4,1/35,1.64,31.5,2,1,35
120,6th match (N),Jaipur,21-April-2008,21-April-2008,Ravindra Jadeja,RR,25.85,36,34.94,25.85,-,-,0,25,-,
121,6th match (N),Jaipur,21-April-2008,21-April-2008,Irfan Pathan,PBKS,24.98,12,- 2.78,- 18.1,1/21,1.5,43.08,19,1,21
122,6th match (N),Jaipur,21-April-2008,21-April-2008,Kamran Akmal,RR,24.92,15,20,24.92,-,-,0,10,-,
123,6th match (N),Jaipur,21-April-2008,21-April-2008,Dinesh Salunkhe,RR,21.68,0,-,0,1/21,1.4,21.68,0,1,21
124,6th match (N),Jaipur,21-April-2008,21-April-2008,Munaf Patel,RR,21.19,0,-,0,1/36,1.11,21.19,0,1,36
125,6th match (N),Jaipur,21-April-2008,21-April-2008,Sreesanth,PBKS,20.07,0,-,0,1/38,1.52,20.07,0,1,38
126,6th match (N),Jaipur,21-April-2008,21-April-2008,Darren Lehmann,RR,11.83,17,15.64,11.83,-,-,0,16,-,
127,6th match (N),Jaipur,21-April-2008,21-April-2008,Yusuf Pathan,RR,7.89,7,8.89,9.87,0/13,-,- 1.98,5,0,13
128,6th match (N),Jaipur,21-April-2008,21-April-2008,Sunny Sohal,PBKS,- 0.5,4,2.08,- 0.5,-,-,0,4,-,
129,6th match (N),Jaipur,21-April-2008,21-April-2008,Wilkin Mota,PBKS,- 3.77,1,0.54,0.29,0/12,-,- 4.06,1,0,12
130,6th match (N),Jaipur,21-April-2008,21-April-2008,Mohammad Kaif,RR,- 3.91,5,1.09,- 3.91,-,-,0,8,-,
131,6th match (N),Jaipur,21-April-2008,21-April-2008,Mahela Jayawardene,PBKS,- 4.64,2,- 0.75,- 4.64,-,-,0,4,-,
132,6th match (N),Jaipur,21-April-2008,21-April-2008,Pankaj Singh,RR,- 4.83,0,-,0,0/12,-,- 4.83,0,0,12
133,7th match (N),Hyderabad,22-April-2008,22-April-2008,Virender Sehwag,DC,114.92,94,104.67,114.92,-,-,0,41,-,
134,7th match (N),Hyderabad,22-April-2008,22-April-2008,Rohit Sharma,DCH,104.39,66,84.77,104.39,-,-,0,36,-,
135,7th match (N),Hyderabad,22-April-2008,22-April-2008,Mohammad Asif,DC,69.32,0,-,0,2/19,2.57,69.32,0,2,19
136,7th match (N),Hyderabad,22-April-2008,22-April-2008,Farveez Maharoof,DC,47.86,0,-,0,2/36,2.76,47.86,0,2,36
137,7th match (N),Hyderabad,22-April-2008,22-April-2008,Rajat Bhatia,DC,45.49,0,-,0,2/27,1.97,45.49,0,2,27
138,7th match (N),Hyderabad,22-April-2008,22-April-2008,RP Singh,DCH,32.52,1,0.53,0.29,1/27,1.81,32.23,1,1,27
139,7th match (N),Hyderabad,22-April-2008,22-April-2008,Chaminda Vaas,DCH,25.74,12,15.05,18.38,0/22,-,7.36,6,0,22
140,7th match (N),Hyderabad,22-April-2008,22-April-2008,Glenn McGrath,DC,22.46,0,-,0,0/22,-,22.46,0,0,22
141,7th match (N),Hyderabad,22-April-2008,22-April-2008,Arjun Yadav,DCH,15.39,12,13.55,15.39,-,-,0,7,-,
142,7th match (N),Hyderabad,22-April-2008,22-April-2008,Yo Mahesh,DC,13.4,0,-,0,1/35,0.72,13.4,0,1,35
143,7th match (N),Hyderabad,22-April-2008,22-April-2008,Gautam Gambhir,DC,12.78,12,13.36,12.78,-,-,0,9,-,
144,7th match (N),Hyderabad,22-April-2008,22-April-2008,Shikhar Dhawan,DC,9.23,25,22,9.23,-,-,0,28,-,
145,7th match (N),Hyderabad,22-April-2008,22-April-2008,Adam Gilchrist,DCH,3.71,8,5.97,3.71,-,-,0,9,-,
146,7th match (N),Hyderabad,22-April-2008,22-April-2008,Pragyan Ojha,DCH,0.72,0,-,0,0/7,-,0.72,0,0,7
147,7th match (N),Hyderabad,22-April-2008,22-April-2008,Manoj Tiwary,DC,0,0,-,0,-,-,0,0,-,
148,7th match (N),Hyderabad,22-April-2008,22-April-2008,Dinesh Karthik,DC,0,0,-,0,-,-,0,0,-,
149,7th match (N),Hyderabad,22-April-2008,22-April-2008,Shoaib Malik,DC,0,0,-,0,-,-,0,0,-,
150,7th match (N),Hyderabad,22-April-2008,22-April-2008,Andrew Symonds,DCH,- 7.86,12,8.96,4.63,0/35,-,- 12.49,13,0,35
151,7th match (N),Hyderabad,22-April-2008,22-April-2008,Shahid Afridi,DCH,- 8.67,2,- 4.15,- 11.82,0/17,-,3.15,7,0,17
152,7th match (N),Hyderabad,22-April-2008,22-April-2008,VVS Laxman,DCH,- 9.15,2,- 2.82,- 9.15,-,-,0,6,-,
153,7th match (N),Hyderabad,22-April-2008,22-April-2008,Venugopal Rao,DCH,- 11.38,14,2.56,- 11.38,-,-,0,22,-,
154,7th match (N),Hyderabad,22-April-2008,22-April-2008,Sanjay Bangar,DCH,- 27.51,8,- 2.38,- 15.76,0/30,-,- 11.75,14,0,30
155,8th match (N),Chennai,23-April-2008,23-April-2008,Matthew Hayden,CSK,95.64,81,88.67,95.64,-,-,0,46,-,
156,8th match (N),Chennai,23-April-2008,23-April-2008,Joginder Sharma,CSK,68.51,0,-,0,2/29,2.75,68.51,0,2,29
157,8th match (N),Chennai,23-April-2008,23-April-2008,Abhishek Nayar,MI,68.26,45,57.62,70.64,0/14,-,- 2.38,20,0,14
158,8th match (N),Chennai,23-April-2008,23-April-2008,Manpreet Gony,CSK,65,0,-,0,1/18,1.7,65,0,1,18
159,8th match (N),Chennai,23-April-2008,23-April-2008,Muthiah Muralidaran,CSK,54.87,0,-,0,2/40,2.71,54.87,0,2,40
160,8th match (N),Chennai,23-April-2008,23-April-2008,Harbhajan Singh,MI,49.73,28,32.09,38.52,0/14,-,11.22,14,0,14
161,8th match (N),Chennai,23-April-2008,23-April-2008,Musavir Khote,MI,42.79,9,10.09,11.48,2/29,1.47,31.31,5,2,29
162,8th match (N),Chennai,23-April-2008,23-April-2008,Suresh Raina,CSK,41.61,53,49.3,41.61,-,-,0,37,-,
163,8th match (N),Chennai,23-April-2008,23-April-2008,Ashish Nehra,MI,39.9,1,- 1.63,- 1.87,1/35,1.41,41.78,2,1,35
164,8th match (N),Chennai,23-April-2008,23-April-2008,Dhawal Kulkarni,MI,36.5,0,-,0,1/25,1.38,36.5,0,1,25
165,8th match (N),Chennai,23-April-2008,23-April-2008,Sanath Jayasuriya,MI,31.46,20,26.3,31.46,-,-,0,11,-,
166,8th match (N),Chennai,23-April-2008,23-April-2008,MS Dhoni,CSK,30.68,30,29.14,30.68,-,-,0,16,-,
167,8th match (N),Chennai,23-April-2008,23-April-2008,Robin Uthappa,MI,28.52,43,38.67,28.52,-,-,0,36,-,
168,8th match (N),Chennai,23-April-2008,23-April-2008,Dwayne Bravo,MI,19.33,24,23.11,21.31,0/36,-,- 1.98,16,0,36
169,8th match (N),Chennai,23-April-2008,23-April-2008,Parthiv Patel,CSK,12.88,14,13.79,12.88,-,-,0,11,-,
170,8th match (N),Chennai,23-April-2008,23-April-2008,Shaun Pollock,MI,6.07,17,12.34,3.87,0/32,-,2.2,15,0,32
171,8th match (N),Chennai,23-April-2008,23-April-2008,Palani Amarnath,CSK,5.01,0,-,0,1/57,1.38,5.01,0,1,57
172,8th match (N),Chennai,23-April-2008,23-April-2008,S Badrinath,CSK,1.52,2,1.91,1.52,-,-,0,1,-,
173,8th match (N),Chennai,23-April-2008,23-April-2008,Luke Ronchi,MI,- 2.9,2,0.16,- 2.9,-,-,0,3,-,
174,8th match (N),Chennai,23-April-2008,23-April-2008,Vikrant Yeligati,MI,- 3,0,-,0,0/16,-,- 3,0,0,16
175,8th match (N),Chennai,23-April-2008,23-April-2008,Jacob Oram,CSK,- 7.48,5,5.88,7.07,0/53,-,- 14.55,2,0,53
176,8th match (N),Chennai,23-April-2008,23-April-2008,Michael Hussey,CSK,- 10.15,5,- 1.94,- 10.15,-,-,0,9,-,
177,9th match (N),Hyderabad,24-April-2008,24-April-2008,Andrew Symonds,DCH,152.63,117,141.65,164.65,0/46,-,- 12.02,53,0,46
178,9th match (N),Hyderabad,24-April-2008,24-April-2008,Yusuf Pathan,RR,139.37,61,78.33,96.38,2/20,2.28,42.99,28,2,20
179,9th match (N),Hyderabad,24-April-2008,24-April-2008,Shahid Afridi,DCH,138.25,10,14.6,19.64,3/28,4.73,118.61,4,3,28
180,9th match (N),Hyderabad,24-April-2008,24-April-2008,Shane Warne,RR,72.22,22,25.56,31.56,2/47,2.17,40.66,9,2,47
181,9th match (N),Hyderabad,24-April-2008,24-April-2008,Graeme Smith,RR,51.17,71,62.8,51.17,-,-,0,45,-,
182,9th match (N),Hyderabad,24-April-2008,24-April-2008,Mohammad Kaif,RR,40.7,34,36.33,40.7,-,-,0,16,-,
183,9th match (N),Hyderabad,24-April-2008,24-April-2008,Doddapaneni Kalyankrishna,DCH,36.5,0,-,0,1/30,1.48,36.5,0,1,30
184,9th match (N),Hyderabad,24-April-2008,24-April-2008,RP Singh,DCH,36.25,0,-,0,1/44,1.47,36.25,0,1,44
185,9th match (N),Hyderabad,24-April-2008,24-April-2008,Chaminda Vaas,DCH,31.87,0,-,0,1/42,1.37,31.87,0,1,42
186,9th match (N),Hyderabad,24-April-2008,24-April-2008,Pankaj Singh,RR,17.07,4,2.03,0.83,0/14,-,16.24,3,0,14
187,9th match (N),Hyderabad,24-April-2008,24-April-2008,Shane Watson,RR,16.62,4,- 2.68,- 10.51,1/32,0.25,27.13,6,1,32
188,9th match (N),Hyderabad,24-April-2008,24-April-2008,Adam Gilchrist,DCH,12.21,13,13.11,12.21,-,-,0,9,-,
189,9th match (N),Hyderabad,24-April-2008,24-April-2008,Kamran Akmal,RR,9.18,12,11.12,9.18,-,-,0,9,-,
190,9th match (N),Hyderabad,24-April-2008,24-April-2008,Arjun Yadav,DCH,8.29,16,11.43,8.29,-,-,0,9,-,
191,9th match (N),Hyderabad,24-April-2008,24-April-2008,Dinesh Salunkhe,RR,5.44,1,- 0.05,- 0.65,0/9,-,6.09,1,0,9
192,9th match (N),Hyderabad,24-April-2008,24-April-2008,Pragyan Ojha,DCH,2.22,0,-,0,0/23,-,2.22,0,0,23
193,9th match (N),Hyderabad,24-April-2008,24-April-2008,Sanjay Bangar,DCH,0,0,-,0,-,-,0,0,-,
194,9th match (N),Hyderabad,24-April-2008,24-April-2008,Siddharth Trivedi,RR,- 0.32,0,-,0,0/37,-,- 0.32,0,0,37
195,9th match (N),Hyderabad,24-April-2008,24-April-2008,VVS Laxman,DCH,- 1.03,16,9.25,- 1.03,-,-,0,16,-,
196,9th match (N),Hyderabad,24-April-2008,24-April-2008,Munaf Patel,RR,- 5.02,0,-,0,0/55,-,- 5.02,0,0,55
197,9th match (N),Hyderabad,24-April-2008,24-April-2008,Rohit Sharma,DCH,- 5.28,36,15.56,- 5.28,-,-,0,30,-,
198,9th match (N),Hyderabad,24-April-2008,24-April-2008,Ravindra Jadeja,RR,- 9.14,1,- 4.25,- 9.14,-,-,0,3,-,
199,10th match (N),Mohali,25-April-2008,25-April-2008,Kumar Sangakkara,PBKS,148.53,94,121.06,148.53,-,-,0,56,-,
